% The Computer Activity databases are a collection of computer systems
% activity measures. The data was collected from a Sun Sparcstation
% 20/712 with 128 Mbytes of memory running in a multi-user university
% department. Users would typically be doing a large variety of tasks
% ranging from accessing the internet, editing files or running very
% cpu-bound programs.  The data was collected continuously on two
% separate occasions. On both occassions, system activity was gathered
% every 5 seconds. The final dataset is taken from both occasions with
% equal numbers of observations coming from each collection epoch.
% 
% System measures used:
% 1. lread - Reads (transfers per second ) between system memory and user memory.
% 2. lwrite - writes (transfers per second) between system memory and user memory.
% 3. scall - Number of system calls of all types per second.
% 4. sread - Number of system read calls per second.
% 5. swrite - Number of system write calls per second . 
% 6. fork - Number of system fork calls per second. 
% 7. exec - Number of system exec calls per second. 
% 8. rchar - Number of characters transferred per second by system read calls.
% 9. wchar - Number of characters transfreed per second by system write calls. 
% 10. pgout - Number of page out requests per second.
% 11. ppgout - Number of pages, paged out per second. 
% 12. pgfree - Number of pages per second placed on the free list. 
% 13. pgscan - Number of pages checked if they can be freed per second.
% 14. atch - Number of page attaches (satisfying a page fault by reclaiming a page in memory) per second.
% 15. pgin - Number of page-in requests per second.
% 16. ppgin - Number of pages paged in per second.
% 17. pflt - Number of page faults caused by protection errors (copy-on-writes). 
% 18. vflt - Number of page faults caused by address translation. 
% 19. runqsz - Process run queue size.
% 20. freemem - Number of memory pages available to user processes.
% 21. freeswap - Number of disk blocks available for page swapping. 
% 22. usr - Portion of time (%) that cpus run in user mode.
% 23. sys - Portion of time (%) that cpus run in system mode.
% 24. wio - Portion of time (%) that cpus are idle waiting for block IO.
% 25. idle - Portion of time (%) that cpus are otherwise idle.
% 
% The two different regression tasks obtained from these databases are:
% 
% CompAct 
% Predict usr, the portion of time that cpus run in user mode from all attributes 1-21.
% 
% CompAct(s) 
% Predict usr using a restricted number (excluding the paging information (10-18)
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: DELVE repository of data. 
% Characteristics: 8192 cases, 22 continuous attributes

@relation cpu_act

@attribute lread numeric
@attribute lwrite numeric
@attribute scall numeric
@attribute sread numeric
@attribute swrite numeric
@attribute fork numeric
@attribute exec numeric
@attribute rchar numeric
@attribute wchar numeric
@attribute pgout numeric
@attribute ppgout numeric
@attribute pgfree numeric
@attribute pgscan numeric
@attribute atch numeric
@attribute pgin numeric
@attribute ppgin numeric
@attribute pflt numeric
@attribute vflt numeric
@attribute runqsz numeric
@attribute freemem numeric
@attribute freeswap numeric
@attribute usr numeric

@data
59, 45, 1503, 113, 76, 1.80, 1.80, 322275, 27068, 0.60, 0.60, 0.60, 0.00, 1.20, 6.81, 18.24, 128.46, 251.90, 1.8, 499, 1104940, 86
8, 1, 2025, 315, 249, 6.40, 2.40, 412247, 27624, 0.00, 0.00, 0.00, 0.00, 0.00, 3.80, 7.00, 305.80, 446.80, 2.0, 5317, 1860229, 84
119, 0, 2773, 289, 109, 13.20, 38.80, 104786, 39867, 0.00, 0.00, 0.00, 0.00, 0.60, 65.20, 65.20, 488.40, 916.00, 1.5, 821, 1086093, 56
0, 0, 406, 36, 49, 0.20, 0.20, 29231, 39596, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.40, 14.63, 17.43, 1.2, 1839, 1770817, 88
19, 17, 5367, 374, 258, 1.20, 1.00, 359434, 97984, 28.34, 50.70, 96.81, 136.13, 15.77, 52.30, 68.66, 168.66, 325.15, 1.3, 145, 1002831, 73
0, 0, 2128, 206, 137, 0.40, 0.40, 164827, 42642, 5.60, 7.80, 7.80, 0.00, 0.80, 1.80, 2.00, 48.40, 116.60, 1.3, 314, 1018701, 89
2, 1, 1169, 157, 68, 1.00, 1.40, 132714, 12006, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 80.20, 100.40, 2.6, 1501, 1717016, 92
2, 1, 876, 30, 29, 0.20, 0.20, 21116, 41098, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 2.60, 15.60, 16.80, 1.0, 4609, 1828424, 96
1, 1, 2197, 237, 135, 0.60, 0.60, 134759, 106978, 0.00, 0.00, 0.00, 0.00, 0.40, 15.57, 15.57, 124.35, 179.44, 2.0, 2186, 1006133, 87
2, 1, 1420, 104, 77, 0.20, 0.20, 8669, 23573, 0.40, 0.40, 0.40, 0.00, 0.00, 1.20, 1.20, 15.80, 23.40, 2.5, 178, 1085574, 96
6, 1, 4020, 498, 166, 0.60, 0.60, 122720, 183984, 0.20, 0.20, 0.20, 0.00, 0.00, 52.20, 52.20, 30.80, 244.60, 1.0, 449, 1011210, 87
7, 6, 1844, 103, 73, 0.20, 0.20, 29186, 26099, 3.01, 4.01, 3.61, 0.00, 0.60, 2.61, 2.61, 17.64, 31.46, 155, 95, 5, 0
11, 2, 2463, 113, 135, 0.20, 0.40, 175415, 121252, 1.80, 3.61, 8.02, 40.08, 0.80, 1.20, 1.40, 31.06, 107.62, 2.3, 326, 1065201, 93
8, 1, 3287, 352, 198, 6.60, 19.60, 41143, 56011, 4.60, 5.40, 12.20, 21.40, 0.00, 7.80, 11.20, 228.20, 402.60, 1.5, 132, 1114618, 74
37, 16, 3666, 627, 255, 4.20, 4.40, 591437, 86958, 19.20, 57.60, 87.80, 89.20, 6.60, 23.60, 31.20, 275.20, 591.60, 1.5, 212, 988462, 72
2, 1, 1436, 93, 81, 0.20, 0.20, 287757, 47872, 12.00, 24.60, 52.00, 120.00, 0.00, 31.40, 60.80, 20.60, 28.20, 148, 92, 8, 0
39, 56, 2165, 175, 188, 0.20, 0.20, 6088, 38736, 5.19, 7.19, 5.99, 0.00, 1.80, 2.40, 2.40, 17.56, 52.69, 3.0, 203, 1021519, 92
0, 0, 1669, 70, 59, 0.20, 0.20, 1920, 6021, 0.00, 0.00, 0.00, 0.00, 0.20, 0.60, 0.60, 16.00, 38.60, 2.2, 2913, 1413325, 96
20, 16, 3029, 394, 253, 0.60, 0.40, 203625, 65382, 3.60, 6.00, 13.80, 38.80, 0.80, 12.00, 15.20, 38.20, 103.20, 3.8, 168, 1396573, 90
42, 0, 3166, 179, 114, 11.80, 35.80, 108799, 28442, 0.00, 0.00, 0.00, 0.00, 0.00, 12.60, 17.60, 385.80, 727.80, 3.0, 494, 1106408, 62
0, 0, 936, 80, 45, 0.20, 0.20, 2024, 14523, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 15.43, 17.23, 1.0, 695, 1738148, 97
12, 10, 2643, 131, 161, 0.40, 1.80, 86268, 58754, 0.00, 0.00, 0.00, 0.00, 0.00, 31.60, 31.60, 36.40, 138.20, 473, 90, 10, 0
7, 0, 2492, 162, 114, 1.80, 3.60, 94763, 29313, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 114.80, 155.80, 2.2, 849, 1065258, 92
2, 0, 2491, 322, 135, 1.60, 0.40, 1125937, 89220, 0.00, 0.00, 0.00, 0.00, 0.40, 2.40, 4.60, 75.20, 115.60, 3.0, 455, 1753202, 83
5, 0, 1886, 150, 43, 2.80, 3.40, 210109, 20612, 3.00, 17.20, 56.00, 116.80, 0.60, 11.00, 11.20, 201.20, 354.80, 3.6, 138, 1057901, 87
6, 4, 6341, 175, 155, 1.40, 1.80, 27121, 7526, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 106.00, 112.60, 2.2, 647, 1447906, 85
7, 0, 2741, 296, 246, 4.99, 2.20, 177076, 17349, 0.80, 1.20, 1.00, 0.00, 0.00, 7.78, 15.37, 263.27, 391.42, 5.6, 306, 1712469, 82
11, 16, 161, 10, 18, 0.20, 0.20, 8627, 10411, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.40, 16.80, 1.0, 7306, 1873272, 97
208, 223, 4083, 309, 198, 5.60, 17.20, 783601, 139522, 17.40, 58.60, 68.60, 141.00, 1.40, 37.40, 46.80, 203.40, 503.80, 3.2, 172, 1095856, 66
126, 30, 1697, 258, 228, 0.40, 0.40, 92249, 127353, 5.40, 39.20, 88.80, 146.80, 0.40, 55.60, 65.40, 35.40, 170.40, 1.0, 130, 975880, 89
0, 0, 125, 9, 10, 0.20, 0.20, 431, 4174, 1.00, 1.00, 1.00, 0.00, 0.20, 0.00, 0.00, 13.00, 16.80, 1.0, 298, 1755880, 98
1, 0, 1301, 110, 108, 0.40, 0.20, 7167, 33737, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 2.60, 20.00, 20.20, 2.6, 404, 1053701, 92
1, 1, 3118, 281, 570, 0.40, 1.80, 34561, 111265, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 21.60, 59.00, 2.6, 1618, 1708282, 88
3, 0, 1274, 139, 80, 0.60, 0.60, 218359, 26748, 1.80, 9.02, 17.23, 22.85, 0.00, 2.00, 2.00, 42.89, 65.53, 5.4, 200, 1031841, 91
105, 59, 3864, 315, 253, 13.40, 33.00, 294096, 50699, 2.60, 7.80, 19.20, 30.40, 0.00, 6.60, 9.20, 487.60, 847.40, 1.0, 253, 1093803, 58
1, 1, 7299, 305, 185, 0.20, 0.20, 87654, 47922, 1.00, 1.60, 1.60, 0.00, 0.80, 1.80, 3.40, 16.00, 49.20, 4.0, 329, 998792, 82
0, 0, 524, 45, 140, 0.60, 0.80, 92426, 167096, 0.20, 0.20, 0.20, 0.00, 0.80, 0.00, 0.00, 45.20, 60.40, 1.2, 297, 1756365, 95
3, 1, 694, 105, 29, 2.40, 2.40, 468844, 13454, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 1.60, 202.59, 247.50, 2.4, 11175, 1870992, 86
55, 72, 2533, 125, 98, 0.40, 0.40, 17712, 14029, 0.00, 0.00, 0.00, 0.00, 0.00, 4.80, 8.80, 37.80, 42.00, 4.0, 690, 1642230, 93
5, 1, 2879, 309, 414, 2.60, 4.20, 113841, 52053, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 2.80, 116.20, 201.80, 4.4, 1722, 1698174, 87
0, 0, 2047, 182, 99, 0.20, 0.20, 60110, 42150, 0.60, 0.60, 0.60, 0.00, 0.40, 1.00, 1.60, 16.00, 17.20, 1.0, 189, 1127664, 93
15, 12, 2717, 263, 176, 0.60, 0.40, 193730, 83203, 0.00, 0.00, 0.00, 0.00, 1.40, 35.20, 41.60, 29.40, 114.40, 6.0, 677, 1320533, 90
9, 0, 2548, 166, 102, 2.20, 4.60, 102717, 26704, 3.80, 4.20, 4.20, 0.00, 1.60, 1.60, 1.80, 71.80, 142.40, 3.8, 178, 1112818, 88
29, 19, 2621, 298, 138, 1.40, 1.80, 437944, 411901, 0.00, 0.00, 0.00, 0.00, 0.00, 16.60, 18.00, 94.20, 171.40, 4.2, 1022, 1343950, 92
2, 0, 438, 48, 50, 1.60, 1.60, 72567, 33132, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 2.60, 218.00, 140.00, 2.2, 1750, 1773152, 85
0, 0, 215, 14, 15, 0.20, 0.20, 1747, 4054, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.63, 16.83, 1.0, 7565, 1873980, 99
45, 61, 976, 91, 46, 1.00, 2.60, 36445, 18870, 8.40, 11.00, 20.40, 50.00, 0.20, 3.60, 6.40, 85.00, 118.40, 3.0, 213, 969363, 92
2, 1, 659, 73, 39, 0.40, 0.40, 130243, 30148, 5.19, 15.57, 25.15, 48.90, 0.60, 2.00, 2.99, 21.36, 109.98, 1.0, 142, 1022235, 95
10, 0, 3378, 341, 278, 8.22, 18.44, 265448, 124892, 0.40, 0.40, 0.40, 0.00, 0.40, 14.03, 22.44, 297.80, 525.85, 1.0, 341, 1079413, 70
2, 0, 603, 114, 66, 1.80, 1.40, 389786, 275961, 0.00, 0.00, 0.00, 0.00, 0.00, 2.60, 5.00, 80.00, 111.00, 2.4, 3573, 1821803, 90
0, 0, 1506, 114, 50, 0.20, 0.20, 4736, 18382, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 16.40, 24.80, 1.0, 579, 1734802, 96
0, 0, 4367, 171, 145, 0.40, 0.60, 18863, 16529, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 1.40, 44.60, 68.20, 2.2, 479, 1380597, 91
27, 8, 3973, 282, 151, 4.20, 4.60, 508438, 192730, 5.20, 21.40, 61.00, 129.40, 2.80, 22.40, 31.80, 198.40, 412.20, 1.8, 273, 1014010, 74
222, 212, 6706, 575, 405, 4.20, 2.00, 337384, 159262, 5.20, 20.80, 41.60, 106.80, 0.00, 3.60, 20.40, 217.00, 405.80, 5.0, 214, 1331986, 72
1, 1, 772, 66, 48, 0.20, 0.20, 3479, 22449, 0.40, 0.60, 0.60, 0.00, 0.40, 0.40, 0.60, 16.17, 48.70, 1.0, 441, 1021113, 95
0, 0, 760, 82, 48, 0.20, 0.20, 1818, 9486, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 13.40, 16.80, 2.0, 651, 1760472, 91
5, 1, 850, 52, 22, 1.60, 1.60, 148143, 17755, 0.00, 0.00, 0.00, 0.00, 0.00, 9.58, 10.98, 145.51, 140.32, 1.4, 8300, 1861533, 90
1, 1, 187, 13, 18, 0.20, 0.20, 6998, 4034, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.0, 6132, 1856736, 98
29, 38, 486, 50, 46, 2.20, 2.20, 125028, 61574, 0.00, 0.00, 0.00, 0.00, 0.00, 4.60, 8.60, 211.80, 180.00, 2.6, 10805, 1870795, 86
28, 10, 5446, 210, 110, 4.00, 9.20, 172907, 31100, 0.00, 0.00, 0.00, 0.00, 0.00, 2.60, 2.60, 239.00, 341.40, 4.0, 8154, 1405525, 75
1, 0, 3421, 253, 128, 0.80, 2.00, 85100, 23729, 3.00, 5.00, 9.00, 26.20, 0.00, 21.20, 21.20, 53.60, 203.40, 2.2, 154, 1099171, 88
19, 0, 3670, 491, 434, 8.60, 2.40, 292630, 75181, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 409.60, 595.00, 3.0, 1935, 1528898, 76
2, 2, 261, 20, 25, 0.60, 0.60, 8969, 5009, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 28.00, 40.00, 1.0, 7391, 1865933, 98
1, 0, 265, 80, 32, 0.40, 0.40, 108156, 11835, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 23.80, 31.20, 2.2, 4187, 1840552, 97
18, 3, 2358, 224, 155, 1.80, 1.80, 132209, 23741, 0.00, 0.00, 0.00, 0.00, 0.00, 14.20, 22.20, 97.60, 185.40, 1.5, 1901, 1092824, 86
67, 2, 4368, 241, 210, 12.20, 33.60, 128950, 51814, 2.20, 6.60, 16.00, 23.20, 1.00, 11.80, 12.40, 421.00, 777.60, 1.4, 279, 1094907, 60
11, 3, 5890, 418, 292, 1.00, 3.40, 239153, 95900, 0.00, 0.00, 0.00, 0.00, 0.60, 8.00, 8.00, 45.20, 82.40, 5.4, 1169, 1333459, 84
52, 35, 4627, 304, 263, 2.80, 8.00, 265763, 198083, 4.80, 25.40, 44.20, 126.00, 0.20, 25.20, 48.40, 185.20, 359.20, 3.4, 986, 1401160, 76
10, 3, 1629, 77, 59, 6.41, 18.84, 75901, 17091, 6.41, 23.85, 26.25, 29.86, 1.40, 21.04, 26.45, 218.04, 458.52, 2.0, 178, 1107962, 77
1, 0, 461, 54, 18, 0.20, 0.20, 17735, 8554, 0.00, 0.00, 0.00, 0.00, 0.20, 1.80, 3.20, 15.80, 18.00, 1.0, 579, 1752811, 97
1, 0, 1220, 42, 50, 1.00, 1.00, 8192, 13230, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 0.80, 41.40, 59.40, 3.2, 314, 1711651, 97
0, 0, 1060, 113, 53, 0.20, 0.20, 180834, 19367, 3.19, 3.59, 3.59, 0.00, 3.59, 1.00, 1.00, 17.37, 41.92, 1.0, 224, 1011219, 96
27, 35, 922, 124, 83, 1.20, 1.00, 31902, 40123, 0.60, 1.40, 10.02, 15.23, 0.00, 1.00, 1.00, 101.80, 179.36, 1.0, 231, 1093350, 91
172, 9, 2899, 135, 94, 5.20, 4.80, 546948, 91311, 0.00, 0.00, 0.00, 0.00, 0.60, 28.60, 31.40, 262.40, 384.00, 3.4, 1323, 1543117, 84
5, 4, 4051, 210, 173, 0.60, 1.20, 23850, 49089, 0.00, 0.00, 0.00, 0.00, 0.00, 2.20, 2.80, 66.00, 73.40, 1.5, 710, 990808, 91
18, 14, 2213, 265, 185, 0.60, 0.60, 135093, 112728, 3.60, 6.00, 6.00, 0.00, 1.40, 8.00, 10.20, 69.60, 88.40, 2.0, 190, 1065816, 88
5, 0, 565, 89, 32, 2.40, 3.00, 46465, 10275, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 117.60, 169.60, 1.2, 7727, 1879814, 92
52, 63, 2159, 154, 151, 2.40, 0.80, 82739, 42654, 4.00, 6.80, 6.80, 0.00, 0.40, 2.00, 2.20, 119.20, 207.40, 6.8, 273, 1519694, 90
1, 1, 512, 47, 44, 0.40, 0.40, 92333, 23899, 0.00, 0.00, 0.00, 0.00, 0.00, 7.20, 7.20, 38.60, 68.60, 1.0, 465, 982181, 97
5, 0, 3744, 172, 117, 0.60, 2.00, 174906, 28502, 6.01, 19.44, 62.12, 167.33, 0.60, 6.61, 26.85, 45.29, 163.93, 1.0, 162, 1014147, 83
11, 2, 3744, 197, 126, 2.60, 3.20, 376579, 69587, 0.00, 0.00, 0.00, 0.00, 0.00, 2.60, 4.00, 122.20, 215.60, 4.8, 3383, 1551664, 86
1, 0, 614, 127, 91, 0.20, 0.20, 34233, 22157, 2.80, 4.20, 8.60, 11.80, 0.20, 4.80, 8.40, 18.00, 21.20, 2.4, 857, 1704754, 93
1, 0, 1673, 79, 54, 0.80, 0.80, 73470, 34620, 0.40, 5.41, 21.04, 33.87, 0.00, 4.01, 5.41, 59.12, 87.98, 1.0, 135, 1068176, 93
0, 0, 317, 81, 48, 0.20, 0.20, 262070, 266535, 0.00, 0.00, 0.00, 0.00, 0.40, 3.60, 6.00, 16.00, 22.40, 2.2, 3779, 1811997, 93
3, 1, 4385, 385, 201, 1.00, 1.00, 577997, 134699, 15.60, 53.80, 74.00, 185.00, 4.20, 17.20, 20.00, 73.80, 198.60, 1.2, 225, 983021, 83
11, 0, 3251, 485, 403, 9.60, 4.00, 272686, 21411, 0.00, 0.00, 0.00, 0.00, 0.00, 2.80, 4.80, 517.80, 686.20, 1.8, 6464, 1849030, 71
3, 3, 3179, 242, 121, 0.80, 1.40, 406678, 40100, 0.00, 0.00, 0.00, 0.00, 0.00, 4.39, 4.99, 46.91, 87.23, 1.3, 426, 1007173, 90
1, 1, 217, 11, 17, 0.20, 0.20, 9229, 54468, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.77, 16.77, 1.0, 7058, 1853062, 98
63, 78, 1702, 175, 80, 1.40, 3.00, 67821, 27096, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 152.40, 210.80, 1.3, 846, 1073826, 91
18, 21, 594, 48, 53, 1.00, 1.40, 121246, 133013, 0.00, 0.00, 0.00, 0.00, 0.00, 8.40, 16.00, 79.60, 120.20, 1.4, 6478, 1846885, 90
49, 0, 5310, 276, 176, 13.43, 31.66, 241989, 26572, 1.00, 1.20, 1.20, 0.00, 2.00, 11.62, 15.63, 537.07, 948.70, 2.5, 272, 1108731, 55
3, 0, 2091, 107, 436, 2.20, 2.20, 160355, 95085, 0.00, 0.00, 0.00, 0.00, 0.00, 12.80, 23.00, 211.80, 200.20, 2.2, 3657, 1821454, 80
6, 1, 2505, 170, 159, 0.60, 0.60, 417374, 113156, 0.00, 0.00, 0.00, 0.00, 0.00, 7.20, 12.80, 57.20, 119.60, 5.4, 3031, 1540722, 88
12, 1, 1153, 76, 44, 8.60, 12.00, 90970, 74499, 0.20, 1.20, 0.40, 0.00, 0.00, 7.40, 10.80, 371.60, 579.00, 1.4, 4622, 1849155, 79
3, 0, 1514, 58, 51, 1.00, 1.00, 43703, 26727, 1.80, 2.40, 2.00, 0.00, 0.00, 1.40, 2.40, 81.36, 100.80, 1.0, 208, 1001206, 94
0, 0, 367, 53, 44, 0.20, 0.20, 7422, 11407, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 12.97, 16.77, 1.0, 1101, 1740180, 95
1, 0, 444, 54, 66, 0.20, 0.20, 58812, 53197, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 20.20, 25.00, 3.2, 505, 1703970, 94
10, 2, 1490, 279, 229, 1.60, 1.40, 168863, 24702, 0.00, 0.00, 0.00, 0.00, 0.20, 1.60, 1.80, 99.20, 214.80, 1.0, 688, 971408, 89
0, 0, 784, 56, 31, 0.60, 0.80, 3987, 6647, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 33.93, 45.71, 1.0, 1318, 1742839, 95
2, 2, 2165, 119, 111, 0.00, 0.20, 38370, 33538, 0.00, 0.00, 0.00, 0.00, 0.00, 8.55, 8.75, 12.52, 26.84, 1.0, 900, 1112571, 93
28, 0, 1534, 171, 119, 7.21, 19.64, 420118, 28592, 0.00, 0.00, 0.00, 0.00, 0.20, 7.01, 7.21, 247.90, 483.77, 1.4, 359, 1091000, 79
59, 0, 6122, 345, 87, 15.17, 49.90, 476515, 34281, 1.40, 9.78, 49.10, 96.41, 0.20, 4.59, 5.19, 584.23, 961.68, 3.2, 185, 1083578, 57
35, 53, 1282, 69, 64, 0.80, 6.80, 48949, 23650, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 76.40, 88.20, 2.2, 614, 1756534, 93
55, 44, 1523, 214, 133, 6.40, 19.20, 390240, 29553, 1.00, 13.40, 25.20, 83.00, 0.00, 64.60, 65.20, 224.80, 543.40, 3.0, 205, 1089058, 77
20, 6, 3099, 170, 104, 6.79, 19.16, 228241, 36850, 3.59, 3.79, 3.79, 0.00, 14.57, 6.19, 12.18, 249.70, 442.12, 1.6, 300, 1074263, 74
25, 8, 4151, 261, 160, 2.79, 4.39, 386314, 30764, 6.79, 17.56, 61.48, 136.33, 2.40, 43.51, 95.21, 210.98, 498.80, 1.5, 257, 1017281, 67
43, 53, 9172, 1684, 1499, 6.20, 3.60, 1318504, 1127032, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 7.00, 289.20, 455.40, 1.7, 615, 1094611, 59
26, 37, 7046, 205, 255, 0.40, 0.40, 103972, 180082, 4.00, 4.80, 4.40, 0.00, 0.40, 1.40, 1.40, 52.80, 91.00, 2.0, 327, 1013922, 84
1, 0, 1343, 154, 131, 0.80, 0.40, 289968, 140984, 12.80, 20.40, 19.60, 0.00, 10.00, 6.00, 9.20, 48.80, 71.80, 2.4, 218, 1740122, 81
2, 0, 5301, 331, 232, 0.20, 0.20, 344490, 300554, 0.00, 0.00, 0.00, 0.00, 0.00, 7.39, 9.78, 16.77, 46.51, 1862, 81, 19, 0
29, 24, 1681, 145, 91, 4.00, 4.40, 86683, 32474, 10.80, 20.80, 36.20, 51.00, 3.40, 3.20, 5.60, 259.00, 361.00, 3.0, 172, 999750, 86
10, 5, 4113, 222, 156, 3.80, 3.00, 126566, 37744, 0.00, 0.00, 0.00, 0.00, 0.00, 9.60, 9.60, 134.40, 304.80, 1.6, 887, 982733, 84
28, 13, 5279, 383, 290, 1.20, 1.20, 240082, 132740, 0.00, 0.00, 0.00, 0.00, 0.80, 10.58, 14.97, 93.81, 162.67, 6.2, 876, 1309448, 84
3, 1, 2198, 166, 138, 0.80, 0.60, 33606, 97451, 0.00, 0.00, 0.00, 0.00, 0.00, 3.20, 3.20, 79.60, 126.40, 1.5, 2096, 1073008, 91
4, 1, 863, 226, 78, 1.80, 2.00, 454550, 221890, 0.00, 0.00, 0.00, 0.00, 0.00, 26.80, 28.20, 82.40, 140.80, 3.6, 7015, 1835541, 87
1, 1, 227, 10, 15, 0.40, 1.00, 7003, 23179, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 32.20, 35.80, 1.2, 7529, 1878160, 96
29, 38, 328, 24, 18, 0.60, 0.80, 49477, 8454, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 33.60, 55.80, 2.2, 3435, 1819314, 96
12, 3, 3282, 297, 177, 5.00, 6.60, 157055, 68800, 7.20, 19.80, 40.40, 50.20, 1.40, 7.80, 8.20, 364.00, 515.80, 1.4, 183, 1104856, 76
1, 0, 2083, 172, 132, 1.00, 1.20, 21666, 21076, 0.60, 0.60, 0.60, 0.00, 0.00, 10.20, 11.60, 82.00, 129.40, 3.0, 334, 1092141, 89
0, 0, 3231, 112, 98, 0.20, 0.20, 33505, 22795, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 17.20, 1.8, 427, 1754056, 88
5, 1, 801, 118, 125, 0.20, 0.20, 5585, 79215, 0.00, 0.00, 0.00, 0.00, 0.00, 3.20, 4.80, 15.60, 28.60, 2.0, 449, 1068542, 94
1, 1, 4794, 268, 135, 0.20, 0.20, 213843, 223948, 0.00, 0.00, 0.00, 0.00, 0.00, 2.60, 3.40, 15.40, 34.60, 3.4, 3740, 1346886, 91
0, 0, 303, 76, 62, 0.20, 0.20, 1029, 8293, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.0, 1344, 1761853, 98
4, 1, 2605, 114, 59, 0.40, 0.40, 30320, 43770, 0.00, 0.00, 0.00, 0.00, 0.00, 2.20, 2.20, 34.60, 62.60, 1.7, 1006, 1077866, 95
1, 1, 152, 8, 13, 0.20, 0.20, 6994, 4155, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.2, 6455, 1871482, 99
4, 2, 2332, 172, 119, 0.80, 2.60, 178514, 58539, 8.20, 11.00, 9.40, 0.00, 0.40, 9.20, 16.80, 74.40, 135.00, 1.5, 238, 1082826, 86
9, 1, 2014, 195, 88, 3.39, 4.19, 595011, 18782, 1.20, 1.20, 1.20, 0.00, 8.58, 3.79, 3.79, 270.46, 384.83, 1.5, 237, 1023778, 85
5, 1, 1997, 141, 134, 1.60, 3.80, 274369, 54368, 15.60, 26.80, 26.80, 0.00, 9.40, 1.40, 1.80, 113.20, 182.20, 1.5, 547, 1043448, 86
68, 67, 2649, 221, 187, 1.00, 1.80, 363647, 201577, 0.20, 0.20, 0.20, 0.00, 3.41, 42.69, 61.72, 123.65, 227.86, 1.0, 617, 1005985, 82
17, 13, 4600, 429, 163, 5.00, 16.00, 273023, 45381, 6.40, 18.00, 69.60, 172.80, 0.40, 5.00, 8.40, 300.20, 452.80, 1.0, 155, 1020013, 76
5, 4, 1515, 219, 90, 0.20, 0.20, 258043, 239938, 0.00, 0.00, 0.00, 0.00, 0.00, 1.20, 1.20, 22.00, 21.40, 4.2, 1911, 1601232, 92
62, 79, 1022, 113, 81, 0.60, 1.80, 98428, 29898, 1.20, 1.20, 1.20, 0.00, 2.40, 1.20, 1.20, 28.80, 46.60, 1.0, 179, 1015712, 95
14, 3, 5506, 404, 234, 10.40, 9.40, 166195, 39124, 10.20, 40.00, 100.00, 169.20, 1.20, 18.60, 21.80, 405.60, 723.80, 1.6, 152, 1099514, 66
28, 2, 4815, 343, 244, 6.40, 17.40, 149808, 49513, 0.00, 0.00, 0.00, 0.00, 0.40, 21.00, 25.80, 229.80, 451.20, 3.6, 405, 1102202, 70
146, 36, 4654, 495, 340, 4.21, 9.82, 617073, 247350, 31.86, 120.04, 166.73, 207.01, 2.20, 50.70, 84.77, 274.35, 702.40, 1.0, 163, 1018099, 62
